actors,country,director,genre,grade,introduce,keywords,language,length,name,up_date
"瓦莱里娅·莫里可妮,Al Cliver,Giancarlo Marinangeli,珍妮特·阿格伦,Cinzia Bruno",意大利,塞尔吉奥·纳斯卡,"
                   剧情        / 爱情        ",6.2,"By all accounts, this slick production aims at exposing the corruption of southern Italian Catholicism. A young seminarian who can't be ordained because of a speech impediment leaves the seminary to take a job with a wealthy baroness' crippled son. The seminarian is a lustful and mendacious rascal, …","沉默的人,沉默的性格,打在肚子上,剥削","
          意大利语        ",100分钟,"
        跑调家族,Il saprofita ",(1974)
"泰勒·桑德,Danielle Rose,帕韦尔·哈诺斯,Magdalena Bochan-Jachimek,Joanna Mazewska",英国,Maxim Ford,"
                   剧情        / 爱情        ",3.5,"In an early 20th century village, a painter with an unusual commission finds two pretty girls to model for him. The girls slowly come of age while exploring their sexuality and finding liberation in a repressed society.",软核,"
          英语        ",70分钟,"
        美丽的图画,Picture of Beauty ",(2017)
"迪伦·奥布莱恩,Aml Ameen,李起弘,布雷克·库珀,托马斯·布罗迪",美国,韦斯·鲍尔,"
                   动作片        / 悬疑        / 科幻        / 惊悚片        ",6.8,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.","少年男孩,基于小说,迷宫,开放式,concrete wall","
          英语        ",113分钟,"
        The Maze Runner ",(2014)
"安妮·海瑟薇,碧悠·菲利浦斯,施瑞·阿普莱碧,迈克尔·比恩,约瑟夫·高登",美国,芭芭拉·卡颇,"
                   犯罪        / 剧情        ",5.5,Two affluent suburban girls clash with the Latino gang culture of East Los Angeles.,"黑帮,帮派文化,三人行,滥交","
          英语        ",93分钟,"
        Havoc ",(2005)
"克里斯·埃文斯,小罗伯特·唐尼,斯嘉丽·约翰逊,塞巴斯蒂安·斯坦,安东尼·麦凯",美国,安东尼·罗素,"
                   动作片        / 冒险        / 科幻        ",7.8,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,"奇迹电影宇宙,基于漫画书,超级英雄,西伯利亚,男人之间的友谊","
          英语        ",147分钟,"
        美国队长3：内战,Captain America: Civil War ",(2016)
"塞伦娜·格兰蒂,Fabio Sartor,Francesca Topi,Alberto Di Stasio,Emanuela Taschini",意大利,皮耶罗·基瓦扎帕,"
                   剧情        ",5,Angelina is tired of long serious relationships. One day she is brutally raped and she changes dramatically. Suddenly she is getting involved in more and more dangerous relations with unknown men until her behavior leads to a fatal crime.,"被忽视的妻子,强奸变成两厢情愿","
          意大利语        ",90分钟,"
        夫人夜,La signora della notte ",(1986)
"F. Murray Abraham,汤姆·休斯克,Elizabeth Berridge,罗伊·多特里斯,西蒙·卡洛",美国,米洛斯·福尔曼,"
                   传记        / 剧情        / 历史        / 音乐剧        ",8.3,"The life, success and troubles of ","歌剧,作曲家,古典作曲家,1800s,第一人称叙事","
          英语        ",180分钟,"
        莫扎特传,Amadeus ",(1984)
哈桑·克拉卡达,土耳其,哈桑·克拉卡达,"
                   恐怖        ",6.8,"Preparing for her wedding, Kübra gets possessed by unknown livings. To cure Kübra, a psychiatrist, Ebru, gets on way. Ebru is also an old friend of Kübra. Ebru would work together with an exorcist to save Kübra. Just when things seemed to be going well, everything start going horribly wrong.",心理电影,"
          土耳其语        ",134分钟,"
        Dabbe: Cin Çarpmasi ",(2013)
"米利埃尔·蒙托塞,艾达·陶勒尔,卡琳·甘比尔,杰克·泰勒,Vítor Mendes",瑞士,Jesús Franco,"
                   犯罪        / 剧情        ",4.4,"Susan comes to Haiti to be with her husband. His naked sister asks her, if she's ever made love to a woman. Susan dreams vividly of nudity, Voodoo rituals and killing.","腿部伸展,毛唇","
          德语        ",82分钟,"
        Der Ruf der blonden Göttin ",(1977)
"水原由纪,Keizô Kanie,Jun Aki,Ken Mizoguchi,Reiko Fujinami",日本,曾根中生,"
                   剧情        / 惊悚片        ",6.2,"When a writer for a porn magazine, watches a ""rape"" porn that is set in a school, he becomes obsessed with the lead actress, Nami, and tries to find her. He meets her by chance as he arrives for a shoot at a hotel.","品库艾加,屈辱,非人化","
          日语        ",79分钟,"
        Tenshi no harawata: Akai kyôshitsu ",(1979)
"Mikko Nousiainen,劳拉·马尔米瓦拉,Petteri Summanen,玛特琳娜·库斯涅米,Valtteri Roiha",芬兰,阿库·卢希米斯,"
                   剧情        / 爱情        ",5.5,"For Ari, nothing feels like anything. He doesn't do relationships, doesn't do attachments. There's only sex. That is until he meets Tiina. Together with Tiina and her closest circle of friends, this could be their last summer of freedom.","戴绿帽的丈夫,裸泳,不忠的妻子","
          芬兰语        ",90分钟,"
        Levottomat ",(2000)
"格洛丽亚·圭达,妲歌玛·拉桑德,Fred Robsahm,Silvano Tranquilli,达娜·吉亚",意大利,西尔维奥·阿玛迪奥,"
                   剧情        / 悬疑        / 惊悚片        ",5.3,Angela is not happy about her daddy's choice for a new wife and does everything she can to destroy her stepmother-to-be.,"父女关系,贾洛","
          意大利语        ",83分钟,"
        特别的爱,Peccati di gioventù ",(1975)
"希斯·莱杰,朱丽娅·斯蒂尔斯,约瑟夫·高登,拉丽莎·奥蕾尼克,大卫·克朗姆霍茨",美国,吉尔·约格尔,"
                   喜剧         / 剧情        / 爱情        ",7.3,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.","保护父亲,约会,莎士比亚改编,高中莎士比亚改编,青少年电影","
          英语        ",97分钟,"
        我恨你的十件事,10 Things I Hate About You ",(1999)
"Karina Arroyave,达托·巴赫塔泽,桑德拉·布洛克,Don Cheadle,Art Chudabala",美国,保罗·哈吉斯,"
                   犯罪        / 剧情        / 惊悚片        ",7.8,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","种族主义者,种族主义,种族关系,刻板印象,社会问题","
          英语        ",115分钟,"
        撞车,Crash ",(2005)
"吴京,弗兰克·格里罗,卢靖姗,吴刚,张翰",中国大陆,吴京,"
                   动作片        / 剧情        / 惊悚片        / 战争        ",6,冷锋（,"裸胸男,暴力,炮火,枪,中国","
          普通话        ",123分钟,"
        战狼2,Zhan lang II ",(2017)
"邱淑贞,任达华,吴家丽,Madoka Sugawara,姚炜",中国香港,霍耀良,"
                   动作片        / 犯罪        / 爱情        / 惊悚片        ",6,A young woman is trained by a martial arts specialist to become a professional assassin.,,"
          粤语        ",69分钟,"
        Chik loh goh yeung ",(1992)
"约翰·特拉沃尔塔,尼古拉斯·凯奇,琼·艾伦,亚历桑德罗·尼沃拉,吉娜·格申",美国,吴宇森,"
                   动作片        / 犯罪        / 科幻        / 惊悚片        ",7.3,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind, who murdered his only son. The plan turns sour when the criminal wakes up prematurely and seeks revenge.","面部移植,儿童死亡,穿内裤的女孩,脸被撕开,断头","
          英语        ",138分钟,"
        变脸,Face/Off ",(1997)
"叶先儿,Yin Hung Wan,李唯君,Yuk Kiu Cheung,曹查理",中国香港,林义雄,"
                   剧情        ",5.2,,,"
          粤语        ",90分钟,"
        San ying chiu lui long ",(1994)
"Paulo César Peréio,Edna de Cássia,Lúcio Dos Santos,Elma Martins,Natal",巴西,Jorge Bodanzky,"
                   剧情        ",7.2,"Truck driver travelling along the Transamazonic Road, a huge highway in Brazil that crosses the Amazon forest, meets a prostitute and slowly becomes aware of the problems in that region.","亚马逊,卡车,卡车司机,森林,巴西","
          葡萄牙语        ",90分钟,"
        亚马逊姑娘,Iracema - Uma Transa Amazônica ",(1975)
"索菲娅·罗兰,维托里奥·加斯曼,马里奥·阿多夫,Aldo Giuffrè,玛格丽特·李",意大利,雷纳托·卡斯特拉尼,"
                   喜剧         / 奇幻片        ",5.7,"Pasquale and Maria, husband and wife, live in a palace supposedly haunted by ghosts and pay no rent. When Pasquale finds some food in the cupboard he thinks the ghosts are at work. Actually it's Maria's lover, a very rich man, who showers her with presents.","意大利,鬼,女编辑,基于小说","
          意大利语        ",92分钟,"
        午夜风流,Questi fantasmi ",(1967)
"Soo-youn Kang,陈熙琼,金汝珍,赵宰贤,Myung-Ryul Nam",韩国,林常树,"
                   剧情        ",6,"Three best friends meet and boldly talk about sex together. Their characters are as different as their lifestyles. One works at a hotel, one at a design firm and the other is a graduate student. The conversations alter their lives as they begin to have different sexual relationships than before.",,"
          韩语        ",105分钟,"
        处女晚餐,Chunyudleui jeonyuksiksah ",(1998)
"夏洛特·甘斯布,斯特兰·斯卡斯加德,斯塔西·马汀,希亚·拉博夫,克里斯蒂安·史莱特",丹麦,拉斯·冯,"
                   剧情        ",6.7,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.","若虫狂,双重渗透,鞭打,女青年","
          英语        ",178分钟,"
        女性瘾者：第二部,Nymphomaniac: Vol. II ",(2013)
"贝蒂·格拉布尔,恺撒·罗摩洛,鲁迪·瓦利,奥尔加·圣胡安,Porter Hall",美国,普莱斯顿·斯特奇斯,"
                   喜剧         / 西部        ",6.1,"Temperamental saloon singer Freddie Jones, jealously shoots at her cheating boyfriend Blackie but mistakenly hits Judge Alfalfa J. O'Toole's honorable behind, forcing her to skip town under the guise of a schoolteacher.",,"
          英语        ",77分钟,"
        玉腿金枪,The Beautiful Blonde from Bashful Bend ",(1949)
"王玮,黄祖儿,何民居,袁雯,吴绮珊",中国香港,何澍培,"
                  ",4.2,"A ambitious young man sets off to make his first million in a gigolo club. Wing is a hairdresser whose boss is gay, but he certainly isn't. When a cute young babe gives him a full-on view of her knickers, Wing fantasies about her, causing to get so hard that he pounds the head of the woman whose hai…",,"
          粤语        ",93分钟,"
        Ngap ji yat juk ",(1993)
"阿什顿·库彻,梅洛拉·沃尔特斯,艾米·斯马特,埃尔登·汉森,威廉姆·李",美国,埃里克·布雷斯,"
                   剧情        / 科幻        / 惊悚片        ",7.6,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.","蝴蝶效应,爱,时间旅行,儿童色情,记忆","
          英语        ",120分钟,"
        蝴蝶效应,The Butterfly Effect ",(2004)
Andrea Tomaselli,意大利,Andrea Tomaselli,"
                   剧情        / 恐怖        ",5.9,A horror movie about the Italian school as a Totalitarian Institution.,,"
          意大利语        ",78分钟,"
        Zoo School ",(2015)
"李连杰,DMX,安东尼·安德森,胡凯莉,汤姆·阿诺德",美国,安德泽·巴特科维卡,"
                   动作片        / 犯罪        / 剧情        / 惊悚片        ",5.8,"A jewel thief's daughter is kidnapped after he steals a collection of prized black diamonds, which aren't at all what they seem.","绑起来,被捆住并堵住的,私人舞蹈演员,内裤,一人军","
          英语        ",101分钟,"
        龙潭虎穴,Cradle 2 the Grave ",(2003)
